Song_artist,Song_duration_weeks,Song_isNew,Song_last_week,Song_peak,Song_rank,Song_title,acousticness,categoryId,channelId,channelTitle,commentCount,danceability,dislikeCount,duration_ms,elapsed_days_s_released,energy,favoriteCount,fm_listeners,fm_playcount,instrumentalness,key,likeCount,liveness,loudness,market_count,markets,mode,popularity,release_date,speechiness,tempo,time_signature,title,track_id,valence,videoId,viewCount
Quavo,15,FALSE,82,52,86,W O R K I N  M E,n/a,10,UC5IkSn-EFsUu3XANYklXc8g,Quavo - Topic,95,n/a,3699,n/a,n/a,n/a,0,1442,5252,n/a,n/a,29887,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,WORKIN ME,n/a,n/a,k5V0bUHFnXc,2327078
Eminem Featuring Joyner Lucas,12,FALSE,92,6,89,Lucky You,0.0627,,,,,0.876,,244679,127,0.786,,5671,26581,0,10,,0.127,-4.884,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,86,8/31/18,0.306,153.068,4,,60SdxE8apGAxMiRrpbmLY0,0.575,,
Lil Wayne Featuring Kendrick Lamar,8,FALSE,87,2,91,Mona Lisa,0.371,10,UC4IAZ3dowcXyvVYBx4hucSQ,Lil Wayne - Topic,8320,0.855,28301,324189,99,0.694,0,n/a,n/a,0,2,225930,0.109,-4.393,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,81,9/28/18,0.169,122.078,4,Mona Lisa,0dbTQYW3Ad1FTzIA9t90E8,0.49,EmOoJme-uGQ,23162593
City Girls Featuring Cardi B,0,TRUE,0,92,92,Twerk,0.122,10,UC39qIb66wPKh2L-EHjFHL1A,CityGirlsVEVO,3915,0.788,4276,166476,50,0.841,0,1099,4114,0.0011,4,112349,0.166,-4.006,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,76,11/16/18,0.143,190.089,4,City Girls - Twerk (Audio) ft. Cardi B,4DyBx5MYoq8RsU33cEAIxT,0.493,DOBZscys8vY,7480005
Silk City x Dua Lipa,5,FALSE,0,94,94,Electricity,0.0104,10,UCmfFGTSsfJVu6CGvL8r75qg,MarkRonsonVEVO,21810,0.588,28737,238173,121,0.67,0,1,1,3.33E-06,0,672744,0.338,-6.439,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,87,9/6/18,0.0473,118.159,4,Silk City & Dua Lipa - Electricity ft. Diplo & Mark Ronson (Official Video),5N4erncE7kuUccm7zEmwzk,0.505,Q4-jOuHO-z4,64789656
Eric Church,15,FALSE,94,68,95,Desperate Man,0.0716,10,UCoas7UcXqImAc_XHz_lROGg,EricChurchVEVO,2139,0.711,4348,208733,176,0.796,0,6788,30747,0.0045,10,30969,0.262,-5.87,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,63,7/13/18,0.0341,109.991,4,Eric Church - Desperate Man (Official Music Video),2VX37A1p7tkvrH2UJwAU0T,0.901,sq93t3J4R5c,7615373
Chris Stapleton,2,FALSE,96,96,96,Millionaire,0.165,10,UC_uPAFZghRvM1W89Rt-opZw,ChrisStapletonVEVO,1748,0.602,6154,210133,400,0.463,0,11673,47801,0.00968,10,87403,0.0975,-9.666,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,68,12/1/17,0.0279,142.635,4,Chris Stapleton - Millionaire (Audio),68JS5SFTnW5Yv9Vzw81Jf0,0.454,MPoN-FNB2V8,23741915
AJR,0,TRUE,0,100,100,Burn The House Down,0.0364,10,UCQ5w3fSomzziZfO7neK7eAg,AJR,8750,0.454,4528,212689,106,0.66,0,35408,182410,0,0,179504,0.181,-4.357,1,['US'],1,72,9/21/18,0.168,184.353,4,AJR - Burn The House Down [Official Video],0j7pdNXDzEVQST5Zcoh5xo,0.568,UnyLfqpyi94,13872004
"YG Featuring 2 Chainz, Big Sean & Nicki Minaj",24,FALSE,44,16,49,Big Bank,0.00552,10,UCIUKjjLfyf19Mr6Q_27GXlw,YGVEVO,35599,0.745,69715,237240,155,0.346,0,2602,6333,0,1,974461,0.0881,-7.709,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,83,8/3/18,0.331,203.911,4,"YG - Big Bank ft. 2 Chainz, Big Sean, Nicki Minaj",0ZNrc4kNeQYD9koZ3KvCsy,0.112,z61GFxVD8K4,147453766
Trippie Redd,0,TRUE,0,73,73,Love Scars 3,0.136,10,UCc8qwNDy-XWx8P3qMx1b6Wg,Trippie Redd - Topic,1973,0.544,1678,129429,57,0.524,0,9400,64358,0,8,56697,0.106,-7.914,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,77,11/9/18,0.0621,81.982,4,Love Scars 3,0AcicReEGm1qcENjqzh1Tg,0.117,nLZj4LGhcio,5009708
Imagine Dragons,0,TRUE,0,79,79,Bad Liar,0.0722,10,UCpx_k19S2vUutWUUM9qmXEg,ImagineDragonsVEVO,8630,0.383,1029,260773,57,0.637,0,67139,320428,0,3,140132,0.368,-6.993,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,89,11/9/18,0.0703,177.913,4,Imagine Dragons - Bad Liar (Lyric Video),2RSHsoi04658QL5xgQVov3,0.0827,uEDhGX-UTeI,1171254
Lady Gaga,6,FALSE,81,41,85,Always Remember Us This Way,0.299,10,UC07Kxew-cMIaykMOkzqHtBQ,LadyGagaVEVO,10271,0.553,6939,210200,92,0.502,0,55561,601885,0,0,341594,0.764,-5.972,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,83,10/5/18,0.0409,129.976,4,Lady Gaga - Always Remember Us This Way (From A Star Is Born Soundtrack),2rbDhOo9Fh61Bbu23T2qCk,0.296,5vheNbQlsyU,40101380
Trippie Redd Featuring Kodie Shane,0,TRUE,0,89,89,Negative Energy,0.413,10,UCc8qwNDy-XWx8P3qMx1b6Wg,Trippie Redd - Topic,1686,0.659,1097,178285,57,0.672,0,7527,38381,0,9,41097,0.125,-7.442,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,74,11/9/18,0.264,139.868,4,Negative Energy,0ZPCxNK4DIrF8KqrN3DxfA,0.452,GM6dc1HMwpk,3428004
Lady Gaga,6,FALSE,85,36,97,I'll Never Love Again,n/a,10,UC07Kxew-cMIaykMOkzqHtBQ,LadyGagaVEVO,33968,n/a,20666,n/a,n/a,n/a,0,2728,28039,n/a,n/a,892274,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,"Lady Gaga, Bradley Cooper - I'll Never Love Again (A Star Is Born)",n/a,n/a,52nfjRzIaj8,88325115
Trippie Redd,0,TRUE,0,98,98,Toxic Waste,0.0555,10,UCc8qwNDy-XWx8P3qMx1b6Wg,Trippie Redd - Topic,312,0.728,779,173129,57,0.517,0,10156,49358,1.95E-06,8,25468,0.107,-11.404,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,74,11/9/18,0.0629,111.974,4,Toxic Waste,1SxagO9GK0UUeEYLmH8Pln,0.379,NKMkp2VfcCE,2173816
Bryce Vine,14,FALSE,76,46,99,Drew Barrymore,0.493,10,UCHQE-c1JX7Io3zcXgXBQKlw,Bryce Vine,6932,0.763,11962,190471,400,0.572,0,34131,200540,0.00118,11,220979,0.106,-7.312,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,79,12/1/17,0.0595,151.93,4,Bryce Vine - Drew Barrymore [Official Music Video],0OgGn1ofaj55l2PcihQQGV,0.25,kudi8OtMu9s,30613659
Tiesto & Dzeko Featuring Preme & Post Malone,19,FALSE,87,52,100,Jackie Chan,0.374,10,UCO59y9XJIJZS5i86lUOvMGA,TiestoVEVO,16760,0.747,33024,215759,232,0.834,0,n/a,n/a,0,3,927728,0.0586,-2.867,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,86,5/18/18,0.045,128.005,4,Tiësto & Dzeko ft. Preme & Post Malone - Jackie Chan (Official Lyric Video),4kWO6O1BUXcZmaxitpVUwp,0.687,6DaL-Z4dwzI,108893486
Selena Gomez,26,FALSE,35,18,47,Back To You,0.0945,10,UCNNxfgVzt-V3jVuRtNU83_g,MarsMusic,5395,0.601,5876,207904,240,0.724,0,54875,520246,1.68E-06,6,180371,0.12,-4.856,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,84,5/10/18,0.0486,102.061,4,Selena Gomez - Back to you (Lyrics),4hQ6UGyWQIGJmHSo0J88JW,0.508,GNGbmg_pVlQ,28534967
Taylor Swift,35,FALSE,43,12,49,Delicate,0.216,10,UCANLZYMidaCbLQFWXBC95Jg,TaylorSwiftVEVO,198564,0.75,195002,232253,421,0.404,0,123030,2166214,0.000357,9,2953069,0.0911,-10.178,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,80,11/10/17,0.0682,95.045,4,Taylor Swift - Delicate,6NFyWDv5CjfwuzoCkw47Xf,0.0499,tCXGJQYZ9JA,317662155
Metro Boomin Featuring Travis Scott,0,TRUE,0,62,62,Overdue,0.733,10,UChrjz9yiHO-GlQ2QFSsNx2w,JulianspromosTV | 2019 Music,955,0.638,2398,166093,60,0.4,0,553,2267,0.000133,11,42623,0.334,-11.212,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,75,11/6/18,0.0425,150.133,4,"Erphaan Alves - Overdue (Official Music Video) ""2018 Soca"" [HD]",6LyAwkJsHlW7RQ8S1cYAtM,0.495,YCZDhZXCKxY,9746483
TakeOff,2,FALSE,54,54,68,Last Memory,0.179,10,UCGIelM2Dj3zza3xyV3pL3WQ,MigosVEVO,29488,0.853,12070,171270,71,0.696,0,15221,79170,0,1,487101,0.286,-6.179,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,73,10/26/18,0.246,118.001,4,Takeoff - Last Memory,66XXCMX3Na7KNfm5e0tOVZ,0.184,sCdXG-iCWE0,25514473
Metro Boomin Featuring Swae Lee & Travis Scott,0,TRUE,0,72,72,Dreamcatcher,0.191,10,UCFYaIRiUe_1hvOtXu5IiBWQ,Metro Boomin - Topic,375,0.675,419,211920,60,0.23,0,478,1879,0,1,12496,0.104,-10.363,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,75,11/6/18,0.204,173.962,4,Dreamcatcher,22ykS8KWpd2r4zcRZ0XMK5,0.101,FSvyTM5cD7c,898107
"Metro Boomin Featuring Travis Scott, Kodak Black & 21 Savage",0,TRUE,0,79,79,No More,0.413,10,UCKC11MOR51CLg4JpYj8jb4g,Metro Boomin,1140,0.636,467,265120,60,0.501,0,407,1410,0,11,24681,0.339,-7.26,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,73,11/6/18,0.329,82.309,4,"Metro Boomin - No More (feat. Travis Scott, Kodak Black, & 21 Svage)",42k9e2hgl98IdgkXLg4pxs,0.196,eeMHqN4Phjk,1757899
Calvin Harris & Sam Smith,12,FALSE,86,65,88,Promises,0.00187,10,UCaHNFIob5Ixv74f5on3lvIw,CalvinHarrisVEVO,14358,0.716,33374,282039,78,0.775,0,n/a,n/a,0.731,1,728078,0.0517,-5.592,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,36,10/19/18,0.0659,123.026,4,"Calvin Harris, Sam Smith - Promises (Official Lyric Video)",43P4CvRCS6HmVERmYfM8ma,0.631,dTQMd2I3drE,120885754
"DJ Khaled Featuring Justin Bieber, Chance The Rapper & Quavo",15,FALSE,78,5,94,No Brainer,0.0733,10,UCrFB54bqp8sda4udJyNswlA,DJKhaledVEVO,173006,0.552,155517,260000,162,0.76,0,71386,362849,0,0,2329336,0.0865,-4.706,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,85,7/27/18,0.342,135.702,5,"DJ Khaled - No Brainer (Official Video) ft. Justin Bieber, Chance the Rapper, Quavo",5WvAo7DNuPRmk4APhdPzi8,0.639,kxloC1MKTpg,202735824
