Song_artist,Song_duration_weeks,Song_isNew,Song_last_week,Song_peak,Song_rank,Song_title,acousticness,categoryId,channelId,channelTitle,commentCount,danceability,dislikeCount,duration_ms,elapsed_days_s_released,energy,favoriteCount,fm_listeners,fm_playcount,instrumentalness,key,likeCount,liveness,loudness,market_count,markets,mode,popularity,release_date,speechiness,tempo,time_signature,title,track_id,valence,videoId,viewCount
J. Cole,2,FALSE,14,14,80,Photograph,0.0299,10,UCvR2R7j218tzejtTsb_X6Rw,DopeLyrics,8187,0.825,18610,218953,260,0.487,0,44208,199935,0,1,338318,0.0868,-6.416,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,70,4/20/18,0.233,105.05,3,Photograph - Ed Sheeran (Lyrics),0bhnUFDQFCEHCBlsQfHnj5,0.372,qgmXPCX4VzU,140588744
Kanye West Featuring T.I.,0,TRUE,0,85,85,Ye vs The People,0.0568,10,UCRY5dYsbIN5TylSbd7gVnZg,Kanye West - Topic,14295,0.464,7602,202641,252,0.822,0,9454,19761,0,1,69992,0.103,-1.881,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,53,4/28/18,0.294,79.973,4,Ye vs. the People (starring TI as the People),69b0SDYOymaqYwm3la237H,0.722,swQWUa5-9TM,3624622
J. Cole Featuring kiLL edward,0,TRUE,0,28,28,The Cut Off,0.185,10,UC0ajkOzj8xE3Gs3LHCE243A,J. Cole - Topic,444,0.74,879,237295,260,0.543,0,1114,3659,0,1,14378,0.372,-7.979,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,66,4/20/18,0.399,78.198,4,The Cut Off,3rFF7kSm5qBOOPs6ljFgPp,0.337,jdvry0uIHPA,1944098
J. Cole,0,TRUE,0,30,30,Brackets,0.19,10,UC0ajkOzj8xE3Gs3LHCE243A,J. Cole - Topic,639,0.675,1135,315771,260,0.567,0,34339,142276,1.77E-06,10,17580,0.175,-9.147,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,66,4/20/18,0.263,84.039,4,BRACKETS,5sWbwccBcyHsg5LEKWGZo9,0.658,Fbx-C6IqFJ8,2325521
Avicii,54,FALSE,0,4,34,Wake Me Up!,0.00346,10,UC1SqP7_RfOC9Jf9L_GRHANg,AviciiOfficialVEVO,539388,0.518,245020,247426,2195,0.784,0,4690,44605,0.00187,2,7075872,0.171,-5.659,77,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,83,1/1/13,0.0524,124.102,4,Avicii - Wake Me Up (Official Video),4h8VwCb1MTGoLKueQ1WgbD,0.588,IcrbM1l_BoI,1754539365
J. Cole,0,TRUE,0,41,41,Window Pain (Outro),0.0607,10,UC0ajkOzj8xE3Gs3LHCE243A,J. Cole - Topic,868,0.72,692,286729,260,0.626,0,990,3710,0,8,18707,0.0728,-9.351,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,67,4/20/18,0.397,75.032,4,Window Pain (Outro),5Lgqu1th1KqlG97OF2gWGe,0.182,xmRde-gc0n8,1777945
Imagine Dragons,52,FALSE,34,4,45,Thunder,0.00671,10,UCpx_k19S2vUutWUUM9qmXEg,ImagineDragonsVEVO,294637,0.605,307839,187146,561,0.822,0,264106,2437366,0.134,0,6050902,0.147,-4.833,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,87,6/23/17,0.0438,167.997,4,Imagine Dragons - Thunder,1zB4vmk8tFRmM9UULNzbLB,0.288,fKopy74weus,1044363009
J. Cole,0,TRUE,0,47,47,Once An Addict (Interlude),0.626,10,UC0ajkOzj8xE3Gs3LHCE243A,J. Cole - Topic,466,0.548,546,197821,260,0.472,0,986,3403,0,8,11505,0.119,-8.343,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,64,4/20/18,0.477,82.36,4,Once an Addict (Interlude),0Px86mRlxdB3YqpK6KXWlr,0.138,uirzHXHpgqM,1408019
NF,28,FALSE,37,12,49,Let You Down,0.298,10,UCI3H1FsjbdqGcLq93ZilV5g,NFVEVO,47299,0.656,22301,212120,456,0.721,0,120700,830694,0,5,1040013,0.173,-5.665,77,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,83,10/6/17,0.122,148.066,4,NF - Let You Down,52okn5MNA47tk87PeZJLEL,0.468,fbHbTBP_u7U,70860238
Portugal. The Man,45,FALSE,39,4,50,Feel It Still,0.0417,10,UC0TobZSDyMaXaoVK_9TcPHA,Portugal. The Man,52295,0.801,55007,163253,568,0.795,0,295041,2617137,0.000113,1,1717741,0.0717,-5.115,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,82,6/16/17,0.0504,79.028,4,"Portugal. The Man - ""Feel It Still"" (Official Video)",6QgjcU0zLnzq5OrUoSZ3OK,0.754,pBkHHoOIIn8,198538909
Brett Eldredge,12,FALSE,65,65,85,The Long Way,0.265,10,UCug2dbvMv3aYm-44nH_34RA,Brett Eldredge,1728,0.488,4186,208720,519,0.637,0,10564,51619,0,10,78906,0.106,-7.63,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,69,8/4/17,0.0401,88.865,4,Brett Eldredge - The Long Way (Official Music Video),5vuMtXS5kQ7F0o9V9rG1dG,0.23,5Zs_5VghD6U,19896533
Keala Settle & The Greatest Showman Ensemble,14,FALSE,83,58,91,This Is Me,0.00583,10,UCe4LM_eKc9ywRmVuBm5pjQg,Atlantic Records,34066,0.284,19918,234706,393,0.704,0,n/a,n/a,0.000115,2,660590,0.0424,-7.276,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,82,12/8/17,0.186,191.702,4,The Greatest Showman Cast - This Is Me (Official Lyric Video),45aBsnKRWUzhwbcqOJLwfe,0.1,CjxugyZCfuw,85438585
Rae Sremmurd & Travis Scott,0,TRUE,0,98,98,Close,0.104,10,UCsQG1uamy9ydZrF79v16IBg,NickJonasVEVO,55115,0.691,56432,193510,246,0.736,0,n/a,n/a,0,0,1780993,0.111,-4.993,65,"['AD', 'AR', 'AT', 'AU', 'BE', 'BG', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'EC', 'EE', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JP', 'LI', 'LT', 'LU', 'LV', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'RO', 'SE', 'SG', 'SK', 'SV', 'TH', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,69,5/4/18,0.0321,140.034,4,Nick Jonas - Close ft. Tove Lo (Official Music Video),1oUudyBYVGMIC8JXeIsFzq,0.0395,XgJFqVvb2Ws,228295481
Cardi B,3,FALSE,75,50,99,Thru Your Phone,0.17,10,UCxMAbVFmxKUVGAll0WVGpFw,Cardi B,9985,0.837,8018,188523,274,0.549,0,35378,238115,0,0,225755,0.057,-5.722,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,71,4/6/18,0.167,121.954,4,Cardi B - Thru Your Phone [Official Audio],74cVJfmK18rhWnscIpGXjt,0.209,6C_wxlp_QS0,23745599
Cardi B Featuring Chance The Rapper,3,FALSE,67,39,100,Best Life,0.287,10,UCAi1m77yjFzAC7Ocak2i8tA,LilDuvalVEVO,10291,0.62,15238,284855,274,0.625,0,464,2023,0,9,296700,0.314,-7.438,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,70,4/6/18,0.553,167.911,4,"Lil Duval - Smile (Living My Best Life) (Official Video) ft. Snoop Dogg, Ball Greezy",00B7TZ0Xawar6NZ00JFomN,0.665,QFFdSR6U_kc,25230675
MAX Featuring gnash,28,FALSE,45,20,45,Lights Down Low,0.0632,10,UC1iqebKNH36JIdBIjEy8-iQ,Pixl Networks,6924,0.623,6776,223846,1002,0.493,0,65587,338834,0,5,192837,0.104,-7.727,1,['US'],0,68,4/8/16,0.0338,81.019,4,"MAX, gnash – Lights Down Low (Lyrics) 🎵",5A6BJLZArq1MPjsnmcuk5f,0.594,9onqfoU4Vg4,39113946
Post Malone,30,FALSE,46,16,46,I Fall Apart,0.0689,10,UCB3u4hhh61W9sjwVXtQzRVg,PurpleTrackz,29160,0.556,49378,223346,757,0.538,0,142582,1072270,0,8,784596,0.196,-5.408,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,87,12/9/16,0.0382,143.95,4,Post Malone - I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,0.291,7a66clRobKI,151164854
G-Eazy & Halsey,20,FALSE,44,14,47,Him & I,0.0534,10,UCjjC1Jk_1o1VWpLalgo21XQ,GEazyMusicVEVO,66806,0.589,77026,268866,386,0.731,0,n/a,n/a,0,2,2626453,0.308,-6.343,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,81,12/15/17,0.0868,87.908,4,G-Eazy & Halsey - Him & I (Official Music Video),5k38wzpLb15YgncyWdTZE4,0.191,SA7AIQw-7Ms,297672263
Halsey,33,FALSE,48,5,50,Bad At Love,0.0604,10,UCm3FgJ2Hqm7tb70T-GfwXVA,HalseyVEVO,41875,0.675,66597,181279,582,0.751,0,108157,937585,0,0,1427553,0.0893,-3.539,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,79,6/2/17,0.0296,118.384,4,Halsey - Bad At Love (Official Music Video),7y9iMe8SOB6z3NoHE2OfXl,0.612,xdYFuCp3m9k,201503364
Thomas Rhett,20,FALSE,55,30,56,Marry Me,0.113,10,UCGHi_s4RrqUh4hsS4mLbiPg,ThomasRhettVEVO,19730,0.588,38202,205453,484,0.408,0,18325,100291,0,3,576271,0.13,-8.662,65,"['AD', 'AR', 'AT', 'AU', 'BE', 'BG', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'EC', 'EE', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JP', 'LI', 'LT', 'LU', 'LV', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'PA', 'PE', 'PH', 'PL', 'PT', 'PY', 'RO', 'SE', 'SG', 'SK', 'SV', 'TH', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,76,9/8/17,0.0237,85.008,4,Thomas Rhett - Marry Me,0OWZFobGSIW9GrSlQ9C5pc,0.484,p_IwENcMPOA,156234352
Cardi B,2,FALSE,43,43,68,Bickenhead,0.154,10,UCxMAbVFmxKUVGAll0WVGpFw,Cardi B,6219,0.884,5704,181623,274,0.814,0,46402,258231,1.67E-06,7,122673,0.158,-5.333,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,68,4/6/18,0.303,155.938,4,Cardi B - Bickenhead [Official Audio],17Yq72h0p15OhCbZ5lJ5gd,0.907,ZTPhNIKeKgw,13977355
Zayn,0,TRUE,0,73,73,Let Me,0.239,10,UCy5FUarBYUHFpPtYVuvzgcA,ZaynVEVO,99005,0.46,48314,185373,23,0.566,0,63579,570514,5.93E-06,9,1774376,0.0967,-5.637,68,"['AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DK', 'DO', 'EC', 'EE', 'EG', 'ES', 'FI', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'KW', 'LB', 'LT', 'LU', 'LV', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,63,12/13/18,0.0516,168.419,4,ZAYN - Let Me (Official Video),0aVsVsOYDSEEigiwTrIab9,0.19,J-dv_DcDD_A,108020755
The Weeknd,3,FALSE,63,27,76,Wasted Times,0.622,10,UC0WP5P-ufpRfjbNrmOWwLBQ,The Weeknd,7087,0.562,5489,220293,281,0.674,0,80559,553852,2.04E-05,10,239950,0.111,-6.049,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",0,74,3/30/18,0.0851,122.699,4,The Weeknd - Wasted Times (Official Audio),72TyiiduRmczEbDIEtKQdR,0.293,R0rKB_bsUNg,24912763
Cardi B,2,FALSE,38,38,77,Get Up 10,0.0977,10,UCxMAbVFmxKUVGAll0WVGpFw,Cardi B,11030,0.806,11696,231453,274,0.57,0,48019,242563,0,1,221576,0.105,-6.927,78,"['AD', 'AE', 'AR', 'AT', 'AU', 'BE', 'BG', 'BH', 'BO', 'BR', 'CA', 'CH', 'CL', 'CO', 'CR', 'CY', 'CZ', 'DE', 'DK', 'DO', 'DZ', 'EC', 'EE', 'EG', 'ES', 'FI', 'FR', 'GB', 'GR', 'GT', 'HK', 'HN', 'HU', 'ID', 'IE', 'IL', 'IS', 'IT', 'JO', 'JP', 'KW', 'LB', 'LI', 'LT', 'LU', 'LV', 'MA', 'MC', 'MT', 'MX', 'MY', 'NI', 'NL', 'NO', 'NZ', 'OM', 'PA', 'PE', 'PH', 'PL', 'PS', 'PT', 'PY', 'QA', 'RO', 'SA', 'SE', 'SG', 'SK', 'SV', 'TH', 'TN', 'TR', 'TW', 'US', 'UY', 'VN', 'ZA']",1,69,4/6/18,0.246,93.015,4,Cardi B - Get Up 10 [Official Audio],7p2ewixAShLpjDZrnzZK7c,0.454,cyskqwwBeNw,25404793
